"","d1","d2","d3","d4","d5","d6","d7","d8","d9","d10","d11","d12","d13","d14","d15","d16","class"
"17601",0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"17602",6,9,5,4,2,5,10,2,7,13,7,5,2,8,4,4,"T"
"17603",5,8,7,6,4,8,7,2,10,12,6,7,1,7,6,7,"Z"
"17604",4,8,6,6,4,6,10,2,5,13,7,5,2,10,2,7,"F"
"17605",2,2,2,4,2,7,7,1,8,7,6,8,0,8,3,8,"I"
"17606",6,10,7,6,5,8,7,3,5,10,7,7,7,11,5,8,"H"
"17607",3,6,5,4,5,8,7,4,3,8,5,8,4,9,10,10,"S"
"17608",8,12,10,6,4,3,11,6,3,14,12,9,6,10,0,8,"N"
"17609",6,11,4,6,3,7,8,4,4,10,5,9,3,9,7,10,"E"
"17610",5,10,5,7,4,7,5,13,5,7,12,8,3,9,0,8,"U"
"17611",1,0,2,1,0,5,7,7,1,7,6,11,3,8,2,11,"K"
"17612",2,0,2,1,0,7,7,6,5,7,6,8,2,8,3,8,"O"
"17613",4,9,5,6,1,7,7,5,4,7,6,8,3,8,4,8,"X"
"17614",2,1,3,3,1,7,12,2,2,7,11,8,2,10,1,8,"V"
"17615",1,0,1,0,0,7,7,3,5,7,6,8,2,8,4,8,"X"
"17616",3,7,4,5,4,6,8,8,4,7,5,7,2,7,4,11,"R"
"17617",6,8,8,6,7,6,7,7,5,7,5,9,4,8,11,3,"A"
"17618",2,4,3,3,1,4,4,4,7,2,2,6,0,7,1,6,"L"
"17619",1,1,2,2,0,10,6,2,5,12,4,9,0,7,1,7,"J"
"17620",4,9,7,7,7,5,8,2,4,10,8,7,8,10,4,4,"F"
"17621",3,9,4,7,2,5,7,7,9,6,6,13,1,7,4,8,"C"
"17622",6,9,8,8,8,5,9,4,6,6,6,11,4,11,8,9,"C"
"17623",6,11,8,8,7,8,6,3,6,6,7,7,4,8,10,10,"X"
"17624",5,7,7,5,4,10,6,2,6,11,2,7,3,6,3,10,"R"
"17625",7,8,9,7,10,7,9,4,4,7,6,7,10,7,6,5,"M"
"17626",2,0,2,1,1,5,8,5,8,7,6,12,0,8,7,9,"E"
"17627",6,9,6,4,3,2,8,2,3,9,11,9,7,9,1,6,"W"
"17628",9,14,8,8,4,6,8,4,4,10,9,5,5,10,5,4,"Y"
"17629",4,6,5,4,3,5,9,5,5,10,8,7,2,8,5,9,"G"
"17630",6,11,9,8,7,8,10,4,4,12,5,3,1,10,3,8,"P"
"17631",5,9,6,7,5,6,8,9,8,7,5,7,2,8,9,9,"B"
"17632",4,8,6,6,3,5,11,3,4,8,12,9,2,10,1,8,"V"
"17633",4,8,5,6,2,4,5,2,9,5,1,9,1,7,3,6,"L"
"17634",3,7,5,5,5,7,7,4,2,8,8,8,5,10,4,8,"V"
"17635",3,10,5,8,3,9,3,1,8,10,2,10,0,6,3,10,"L"
"17636",4,3,4,5,1,7,7,4,4,7,6,8,3,8,4,8,"X"
"17637",5,8,7,6,5,7,9,5,5,7,6,6,7,8,3,7,"N"
"17638",7,10,7,8,4,5,9,2,9,10,11,5,4,9,6,3,"Y"
"17639",5,7,7,5,3,7,7,1,8,10,5,8,3,8,3,7,"X"
"17640",3,5,4,8,2,11,3,11,3,12,8,13,1,6,0,8,"J"
"17641",1,3,3,2,1,6,7,2,7,11,7,9,1,8,4,9,"E"
"17642",5,7,5,5,3,6,8,6,8,12,8,12,2,10,3,7,"C"
"17643",3,10,5,7,3,6,4,1,8,7,1,9,0,6,2,8,"L"
"17644",4,10,5,8,3,5,9,9,4,7,6,8,3,8,6,11,"R"
"17645",5,7,7,5,3,7,10,2,7,14,5,4,2,9,4,7,"F"
"17646",4,7,4,5,2,5,8,10,9,8,7,5,3,8,4,8,"D"
"17647",5,11,5,8,5,3,7,7,3,7,6,11,3,8,3,11,"K"
"17648",2,1,3,3,2,6,7,4,5,6,5,7,2,6,4,8,"R"
"17649",2,6,3,4,2,8,12,2,8,5,11,9,1,11,1,8,"T"
"17650",5,7,6,9,7,9,8,7,2,5,7,10,3,8,6,10,"Q"
"17651",5,11,7,8,5,7,9,1,6,13,6,5,1,10,2,8,"F"
"17652",3,4,4,2,1,5,12,2,7,11,9,4,1,10,2,5,"T"
"17653",3,7,4,4,1,7,7,5,4,7,6,8,3,8,4,8,"X"
"17654",6,10,7,8,4,4,8,6,8,9,9,9,3,10,2,5,"U"
"17655",4,7,6,5,4,7,8,6,5,9,6,6,3,8,6,8,"B"
"17656",3,9,4,6,2,5,10,10,3,9,6,4,2,10,4,8,"P"
"17657",3,8,3,6,2,3,7,6,11,7,6,15,0,8,6,7,"E"
"17658",5,9,7,7,7,7,7,5,7,7,6,7,6,8,4,7,"H"
"17659",5,4,6,6,2,7,7,15,0,7,6,8,3,8,0,8,"H"
"17660",5,5,6,7,3,7,6,6,10,5,6,10,0,9,9,8,"S"
"17661",7,9,7,7,4,4,7,6,8,9,9,9,3,9,3,5,"U"
"17662",4,11,4,8,2,3,7,8,2,6,5,11,4,8,2,11,"K"
"17663",1,0,1,0,0,4,6,5,2,7,6,10,2,7,1,10,"K"
"17664",3,8,4,5,2,6,10,9,4,7,4,8,3,7,5,11,"R"
"17665",6,11,8,8,5,7,12,8,3,11,4,2,1,10,5,7,"P"
"17666",6,7,9,6,9,6,8,5,3,6,5,8,12,8,5,8,"M"
"17667",5,6,7,9,10,8,4,5,3,7,8,9,8,8,6,8,"Y"
"17668",4,7,5,5,4,6,6,6,4,6,5,8,2,7,6,9,"H"
"17669",6,11,9,8,5,8,6,1,9,10,4,8,3,8,4,8,"X"
"17670",8,11,6,6,3,9,7,6,4,13,3,6,5,9,4,8,"P"
"17671",4,9,6,6,6,8,8,4,5,10,5,6,3,8,5,10,"B"
"17672",1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"17673",3,4,4,3,2,4,8,5,7,9,8,9,3,10,2,5,"U"
"17674",2,9,3,7,4,7,7,0,7,7,6,8,0,8,3,8,"I"
"17675",5,5,6,8,3,7,7,4,15,9,6,8,0,8,9,8,"Z"
"17676",4,5,5,8,2,7,7,4,14,10,6,8,0,8,8,8,"Z"
"17677",2,3,4,2,2,6,7,2,6,10,7,10,3,8,2,7,"K"
"17678",3,7,4,5,4,7,7,7,6,7,7,8,3,8,3,7,"H"
"17679",5,7,8,6,8,7,7,5,4,7,6,8,6,9,8,6,"B"
"17680",4,4,5,6,2,8,5,7,9,8,4,12,1,9,5,10,"G"
"17681",2,4,4,2,2,9,7,2,5,10,5,6,2,8,4,9,"B"
"17682",2,7,3,5,1,7,7,3,12,9,6,8,0,8,8,8,"Z"
"17683",5,11,6,8,5,4,4,4,8,2,1,6,1,6,1,5,"L"
"17684",6,12,6,6,3,10,6,3,8,9,2,6,4,6,4,10,"X"
"17685",2,7,3,5,2,6,13,0,5,8,10,8,0,8,0,8,"T"
"17686",4,4,6,7,2,5,7,7,10,7,6,12,1,9,4,9,"C"
"17687",3,6,5,5,5,6,9,6,6,8,7,7,5,9,7,8,"B"
"17688",2,8,3,6,1,0,1,5,6,0,0,7,0,8,0,8,"L"
"17689",6,10,9,8,11,8,5,4,4,7,7,7,11,8,6,10,"U"
"17690",2,6,4,4,2,8,12,2,2,5,10,9,2,11,0,9,"V"
"17691",6,10,8,8,5,7,7,9,4,7,6,8,3,8,4,8,"O"
"17692",2,1,2,2,2,5,7,4,6,7,6,10,3,8,3,10,"K"
"17693",2,4,3,3,2,7,7,5,9,6,6,8,2,8,7,8,"Z"
"17694",5,10,5,8,5,7,7,13,1,6,6,8,6,9,0,6,"N"
"17695",2,0,2,1,1,6,10,8,2,7,5,8,2,7,4,10,"R"
"17696",4,9,6,7,5,6,11,2,7,8,11,8,1,12,1,8,"T"
"17697",3,8,5,6,4,6,9,3,6,9,8,5,4,10,4,7,"P"
"17698",1,3,3,2,1,8,7,3,6,10,6,7,1,8,5,8,"S"
"17699",5,9,5,5,3,10,2,4,2,11,5,12,5,3,5,10,"A"
"17700",2,1,3,3,1,8,11,1,7,6,11,7,1,11,2,7,"Y"
"17701",4,11,7,8,2,7,5,3,1,6,1,8,3,7,2,7,"A"
"17702",6,12,6,6,5,8,6,3,6,10,5,7,5,8,8,6,"D"
"17703",4,8,6,6,7,5,6,3,4,7,5,9,6,10,7,5,"R"
"17704",5,7,7,5,8,7,7,4,4,7,7,8,10,9,6,8,"U"
"17705",3,3,3,5,1,0,1,6,6,0,0,6,0,8,0,8,"L"
"17706",5,7,8,5,6,9,7,3,7,10,3,7,5,8,4,9,"H"
"17707",2,7,2,5,1,0,1,5,6,0,0,7,0,8,0,8,"L"
"17708",6,7,6,5,4,7,10,2,7,11,9,5,3,11,4,4,"T"
"17709",3,8,4,6,3,7,11,2,3,6,11,9,2,10,1,9,"V"
"17710",3,4,5,3,2,7,8,4,9,6,6,7,4,9,7,7,"X"
"17711",4,8,4,6,3,5,8,10,9,8,7,6,3,8,4,8,"D"
"17712",2,1,3,2,2,8,6,6,3,7,7,9,6,5,1,8,"M"
"17713",4,6,5,4,4,9,7,4,6,10,4,5,3,8,3,8,"D"
"17714",4,11,6,8,7,9,7,4,5,10,4,6,4,7,3,8,"D"
"17715",3,3,5,2,2,5,9,3,5,10,9,8,3,9,3,6,"H"
"17716",4,9,6,7,5,10,7,3,6,10,3,7,3,6,4,10,"R"
"17717",2,3,3,2,1,4,8,4,6,11,10,9,3,9,1,7,"U"
"17718",3,5,5,4,3,5,7,4,8,7,6,11,3,8,5,9,"K"
"17719",8,11,8,6,4,4,10,4,8,11,10,9,4,9,3,5,"X"
"17720",4,7,4,5,2,4,7,6,7,9,8,15,1,8,3,8,"C"
"17721",2,8,3,6,2,14,4,4,4,12,2,9,0,7,0,8,"J"
"17722",3,7,4,5,4,10,6,3,6,10,4,7,3,8,3,9,"D"
"17723",1,0,1,1,0,7,7,10,0,5,6,8,4,8,0,8,"N"
"17724",4,5,5,4,2,3,8,4,6,11,11,9,3,9,1,6,"U"
"17725",4,9,4,5,2,7,8,4,3,13,8,8,2,10,3,8,"S"
"17726",2,1,2,2,1,7,8,7,6,8,7,11,2,9,3,10,"C"
"17727",4,8,5,9,5,8,6,7,4,9,7,9,3,9,6,9,"Q"
"17728",5,8,7,9,6,8,5,8,5,6,6,9,3,8,6,10,"Q"
"17729",5,9,5,7,7,6,7,8,6,6,6,7,2,8,7,10,"B"
"17730",4,9,5,10,5,9,8,8,2,5,7,11,4,9,6,8,"Q"
"17731",3,1,4,2,3,6,7,4,7,7,6,10,6,8,4,9,"K"
"17732",2,7,3,5,1,9,6,0,7,13,5,8,0,8,1,8,"I"
"17733",3,3,4,5,3,7,7,12,1,8,9,8,8,6,0,8,"M"
"17734",3,6,4,4,3,7,7,7,5,7,6,8,2,8,3,7,"O"
"17735",3,7,5,5,3,9,8,2,6,13,4,5,2,10,3,9,"F"
"17736",4,8,6,6,4,8,8,4,7,10,5,6,2,8,6,10,"B"
"17737",2,4,3,5,3,8,7,6,3,8,6,9,2,9,3,9,"Q"
"17738",2,6,3,4,1,7,12,0,5,7,10,8,0,8,0,8,"T"
"17739",1,0,2,0,0,6,7,7,6,7,6,6,2,8,3,8,"D"
"17740",3,7,3,5,1,1,11,4,6,11,11,9,0,8,2,6,"F"
"17741",7,9,7,7,6,5,10,3,2,9,7,7,9,13,3,4,"W"
"17742",4,7,5,5,6,9,4,5,3,8,6,9,3,8,10,11,"S"
"17743",5,11,8,8,6,7,8,3,9,5,5,7,4,9,8,7,"X"
"17744",5,9,7,6,7,7,7,5,5,6,7,9,8,6,2,8,"M"
"17745",3,6,5,4,4,6,7,3,7,11,8,9,3,8,4,8,"E"
"17746",9,14,8,8,4,9,8,7,5,13,3,5,5,10,4,8,"P"
"17747",4,7,6,5,4,10,8,4,1,7,9,8,7,10,0,8,"W"
"17748",1,1,2,1,1,7,7,7,5,6,6,7,1,8,6,8,"B"
"17749",2,5,4,4,3,8,7,3,5,10,5,7,2,8,4,10,"B"
"17750",7,12,6,6,4,8,5,4,6,8,4,7,5,6,6,10,"D"
"17751",8,12,6,7,3,8,8,5,4,12,4,6,5,9,4,8,"P"
"17752",3,5,4,8,1,11,2,11,3,13,7,14,1,6,0,8,"J"
"17753",5,5,6,7,2,8,4,14,6,6,15,8,3,9,0,8,"U"
"17754",4,5,6,3,4,8,6,6,5,6,7,8,9,6,3,7,"M"
"17755",5,9,7,7,10,9,9,5,4,7,8,6,6,10,10,10,"B"
"17756",3,5,5,7,7,8,10,4,0,8,7,6,7,10,4,7,"P"
"17757",3,5,4,4,2,5,12,2,3,8,11,7,2,11,1,8,"V"
"17758",6,7,9,5,6,10,6,3,6,10,3,7,3,7,3,9,"H"
"17759",5,11,7,9,8,8,7,5,6,6,6,5,3,8,6,10,"B"
"17760",2,5,4,4,3,9,8,3,4,6,7,8,4,8,4,6,"A"
"17761",4,7,5,5,1,4,14,4,7,12,9,3,0,10,1,5,"T"
"17762",1,0,2,1,0,8,6,6,5,6,5,9,1,7,5,10,"G"
"17763",5,11,6,8,3,7,6,6,9,4,6,9,0,9,9,8,"S"
"17764",4,6,6,8,1,8,12,2,3,7,12,8,1,10,0,8,"Y"
"17765",4,5,5,4,2,4,12,3,3,10,11,7,2,10,1,8,"V"
"17766",5,8,6,6,4,8,8,4,7,10,3,7,2,6,5,9,"S"
"17767",9,15,8,8,5,6,8,4,6,9,8,9,6,8,6,10,"H"
"17768",6,9,6,7,5,7,7,7,5,10,6,10,5,8,4,6,"O"
"17769",10,14,9,8,5,6,6,5,5,6,8,9,7,7,4,10,"U"
"17770",3,7,5,5,4,7,6,6,5,7,5,9,4,8,3,7,"N"
"17771",3,3,4,5,2,7,7,14,2,5,6,8,5,8,0,8,"N"
"17772",4,10,6,7,4,6,9,7,5,9,7,3,2,10,4,7,"P"
"17773",5,10,5,7,3,4,14,5,5,12,9,3,1,11,1,5,"T"
"17774",2,3,4,4,2,10,6,2,6,12,4,9,1,6,1,7,"J"
"17775",4,6,5,8,4,8,7,6,3,8,8,10,3,8,6,8,"Q"
"17776",5,10,5,8,4,9,8,2,4,11,6,7,2,10,6,12,"J"
"17777",8,11,11,8,6,8,6,2,8,11,4,8,4,8,5,10,"K"
"17778",4,9,6,7,4,7,7,4,9,6,7,11,4,6,8,9,"X"
"17779",4,11,5,8,3,7,7,0,8,14,6,8,0,8,1,8,"I"
"17780",5,8,7,6,6,9,7,5,4,7,5,7,4,8,10,5,"Z"
"17781",5,5,7,8,3,8,8,7,7,6,8,9,3,7,6,9,"Q"
"17782",6,10,5,5,3,7,9,2,7,12,7,6,2,9,4,6,"T"
"17783",5,10,7,8,10,9,8,5,5,7,6,6,4,7,7,5,"D"
"17784",3,5,4,4,3,7,7,5,7,7,6,9,2,8,6,10,"E"
"17785",3,8,5,5,2,9,6,3,1,7,0,8,2,7,1,8,"A"
"17786",4,7,6,5,4,8,7,6,7,10,5,5,3,8,3,8,"D"
"17787",5,9,5,5,3,10,5,4,5,11,3,7,4,7,4,10,"D"
"17788",5,9,7,7,6,8,3,8,4,6,6,7,3,8,3,8,"Q"
"17789",3,3,3,4,2,5,7,9,8,6,5,5,3,8,4,8,"D"
"17790",1,2,1,3,1,7,7,1,8,7,6,8,0,8,3,8,"I"
"17791",2,4,3,3,1,7,8,3,7,10,7,7,1,9,5,7,"S"
"17792",4,10,6,9,5,8,6,4,4,6,7,8,3,9,8,10,"L"
"17793",1,1,1,1,0,7,7,2,6,7,6,8,0,8,2,8,"I"
"17794",2,3,3,4,2,8,9,6,1,5,7,10,2,10,5,10,"Q"
"17795",4,4,5,6,2,8,9,8,8,6,8,9,3,8,4,8,"O"
"17796",3,2,4,4,2,5,10,4,6,11,9,5,1,10,3,6,"F"
"17797",4,8,5,6,3,6,9,9,4,6,5,8,3,8,6,11,"R"
"17798",5,10,7,8,7,6,9,5,5,9,7,3,2,10,4,6,"P"
"17799",6,10,7,8,3,9,3,6,6,15,7,15,1,6,1,7,"J"
"17800",1,0,1,1,0,8,7,6,2,6,6,8,2,8,2,8,"Q"
"17801",2,8,3,6,1,11,3,10,3,12,8,13,1,6,0,8,"J"
"17802",2,5,4,3,2,7,3,1,7,8,2,10,0,7,2,8,"L"
"17803",4,7,6,10,6,10,5,4,4,8,3,7,2,6,7,8,"Z"
"17804",5,10,5,8,5,6,7,9,8,6,4,6,3,8,3,8,"D"
"17805",8,12,9,7,5,6,8,2,8,11,7,8,5,8,4,6,"X"
"17806",5,11,5,8,3,7,7,15,2,4,6,8,6,8,0,8,"N"
"17807",4,11,6,9,3,9,8,9,6,5,7,10,3,8,5,9,"Q"
"17808",6,10,8,7,6,6,6,6,6,6,6,10,4,8,5,9,"G"
"17809",3,8,4,6,3,8,3,2,2,7,1,8,2,6,2,7,"A"
"17810",1,0,2,0,0,5,11,6,1,9,6,5,1,9,3,8,"P"
"17811",5,9,5,7,3,6,11,2,8,11,9,4,1,11,3,4,"T"
"17812",4,9,6,6,4,7,9,2,5,9,5,6,5,8,1,7,"N"
"17813",3,6,4,7,4,9,9,7,2,4,7,11,3,10,5,10,"Q"
"17814",3,7,4,9,5,8,5,8,4,6,5,8,3,7,5,9,"Q"
"17815",8,10,7,5,3,7,9,5,4,12,4,5,4,9,4,8,"P"
"17816",1,5,1,3,1,7,7,1,8,7,6,8,0,8,3,8,"I"
"17817",5,4,6,7,2,6,9,7,11,5,7,12,1,6,4,8,"C"
"17818",8,10,10,6,5,9,3,3,2,9,3,10,8,1,2,9,"M"
"17819",4,11,6,9,6,7,9,5,5,9,8,3,2,10,4,6,"P"
"17820",10,13,11,7,5,7,7,3,5,13,9,9,6,8,0,8,"N"
"17821",1,3,2,1,1,6,4,1,7,7,2,9,0,7,2,8,"L"
"17822",1,5,2,4,1,7,9,0,7,13,6,6,0,8,1,7,"I"
"17823",2,6,4,4,3,11,6,1,5,9,4,5,1,8,5,9,"I"
"17824",2,1,3,1,1,5,11,8,2,9,5,4,1,9,3,8,"P"
"17825",11,13,9,7,4,6,9,4,7,3,4,11,6,10,2,7,"N"
"17826",4,8,6,7,7,8,8,5,4,7,6,8,7,7,10,4,"V"
"17827",4,8,5,6,5,8,4,7,4,6,6,11,2,8,3,9,"Q"
"17828",5,9,4,5,2,9,3,2,5,8,1,7,3,7,4,10,"S"
"17829",3,7,4,9,5,9,8,7,2,4,8,11,3,9,6,10,"Q"
"17830",4,8,5,6,5,5,7,4,5,7,7,9,7,9,5,9,"C"
"17831",3,8,4,6,2,7,7,4,13,9,6,8,0,8,8,8,"Z"
"17832",3,5,5,7,5,8,12,3,3,5,8,11,3,13,4,9,"Q"
"17833",5,5,8,8,4,9,7,5,2,6,8,8,9,9,0,8,"W"
"17834",6,10,6,8,4,6,7,6,7,10,8,11,2,9,5,9,"G"
"17835",3,6,5,5,4,5,8,2,5,8,6,9,3,6,7,8,"X"
"17836",4,4,5,6,2,6,6,7,10,9,6,14,1,9,4,8,"C"
"17837",4,9,4,4,3,9,8,4,3,11,5,5,4,11,5,7,"P"
"17838",5,11,9,8,8,9,6,3,6,7,5,5,6,10,8,9,"X"
"17839",6,9,5,5,4,6,7,5,6,9,6,7,5,9,6,5,"D"
"17840",3,8,5,6,4,8,7,7,5,6,6,9,2,7,5,11,"G"
"17841",3,4,4,2,2,6,7,5,6,6,6,9,2,8,3,8,"G"
"17842",2,4,4,2,2,7,7,3,5,10,6,8,3,8,2,7,"H"
"17843",4,8,6,6,3,8,4,5,4,14,6,13,1,6,0,7,"J"
"17844",4,10,5,8,5,6,9,6,5,9,7,4,5,10,4,7,"P"
"17845",4,6,6,5,5,6,8,5,7,6,5,7,4,7,5,5,"D"
"17846",2,0,2,1,1,8,7,6,5,6,6,9,1,7,5,10,"G"
"17847",2,5,3,3,2,7,7,5,9,6,6,8,2,8,7,8,"Z"
"17848",5,8,5,6,4,5,12,4,5,12,9,5,2,12,1,5,"T"
"17849",4,6,4,4,4,3,10,2,2,10,9,7,5,11,2,6,"W"
"17850",7,12,6,6,2,5,11,3,7,12,8,4,2,9,4,3,"T"
"17851",1,6,0,4,1,7,7,5,3,7,6,8,0,8,0,8,"I"
"17852",3,6,5,4,4,6,6,3,4,8,6,11,5,9,3,8,"C"
"17853",2,2,2,3,2,8,8,5,3,8,7,8,2,9,2,7,"Q"
"17854",1,0,1,0,1,8,6,8,0,6,8,8,5,7,0,8,"M"
"17855",2,8,3,6,2,6,12,0,6,8,10,8,0,8,0,8,"T"
"17856",6,10,6,5,4,12,3,6,2,12,2,10,5,3,3,10,"A"
"17857",3,6,4,4,3,6,6,8,6,6,6,7,2,8,9,10,"B"
"17858",6,9,9,7,5,7,7,0,8,10,7,9,2,8,3,7,"X"
"17859",7,11,9,8,6,7,7,9,5,6,7,11,5,8,5,7,"O"
"17860",6,7,6,5,5,6,11,4,2,8,7,6,9,12,4,5,"W"
"17861",6,9,9,7,4,7,10,2,8,14,6,3,1,10,3,8,"F"
"17862",0,0,1,1,0,5,7,5,7,7,6,12,0,8,6,10,"E"
"17863",4,6,4,8,5,8,6,6,2,8,6,10,3,8,5,9,"Q"
"17864",5,10,8,7,6,7,8,2,6,7,6,7,6,9,8,7,"X"
"17865",2,2,2,3,2,8,7,6,5,8,6,7,2,8,8,8,"S"
"17866",7,10,7,6,3,6,9,4,3,9,8,5,5,12,2,8,"V"
"17867",3,6,4,4,3,7,7,4,5,7,6,6,3,7,4,9,"R"
"17868",4,9,4,7,4,7,7,5,8,5,6,10,1,10,9,9,"S"
"17869",6,8,8,10,9,7,9,5,5,8,6,7,4,9,8,8,"F"
"17870",5,11,7,8,7,6,7,7,10,6,4,11,3,8,6,8,"E"
"17871",2,6,3,4,2,10,6,1,8,12,3,7,0,7,0,8,"J"
"17872",5,7,8,5,5,8,6,2,5,9,6,8,8,6,2,8,"M"
"17873",4,8,4,5,2,7,9,15,1,7,4,8,3,8,0,8,"H"
"17874",8,11,11,8,5,7,8,3,5,10,6,7,7,7,2,7,"N"
"17875",4,8,4,6,4,7,7,12,1,7,6,8,3,8,0,8,"H"
"17876",3,6,4,4,3,5,10,3,4,12,8,6,2,10,1,7,"F"
"17877",5,8,7,6,3,7,10,2,7,14,5,4,1,10,2,8,"F"
"17878",3,7,4,5,2,7,7,3,12,8,6,8,0,8,7,7,"Z"
"17879",5,9,6,6,4,5,7,3,7,7,6,12,0,8,4,9,"I"
"17880",5,7,5,5,3,6,7,6,6,9,7,10,2,8,4,9,"G"
"17881",1,6,2,4,1,12,3,9,3,13,6,12,1,6,0,8,"J"
"17882",3,8,4,6,4,8,7,7,5,6,6,8,2,8,5,11,"G"
"17883",4,8,5,6,6,8,7,4,2,6,6,8,7,8,7,11,"G"
"17884",1,0,2,0,1,7,7,6,4,6,6,7,1,8,6,8,"B"
"17885",6,10,9,8,8,8,7,2,4,9,7,8,8,6,2,8,"M"
"17886",5,9,6,4,3,10,3,3,7,12,4,10,2,9,4,11,"Z"
"17887",3,8,4,6,4,5,10,7,3,7,3,9,2,6,4,11,"R"
"17888",1,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8,"I"
"17889",3,4,4,5,3,8,8,7,2,5,7,10,3,9,5,10,"Q"
"17890",4,6,6,4,2,5,8,4,1,7,9,8,8,9,0,8,"W"
"17891",7,11,7,6,4,8,6,2,8,11,6,9,3,9,5,8,"Z"
"17892",3,3,4,4,1,2,12,5,5,12,10,8,0,8,2,6,"F"
"17893",3,4,5,3,2,10,1,3,2,10,2,10,2,6,3,8,"A"
"17894",4,11,5,8,5,8,7,8,5,7,6,8,2,8,8,8,"S"
"17895",9,10,9,5,4,3,10,3,2,10,11,8,9,12,1,6,"W"
"17896",4,6,5,4,4,4,10,3,2,9,8,7,6,11,1,7,"W"
"17897",1,2,1,4,1,7,7,1,7,7,6,9,0,8,3,8,"I"
"17898",8,12,8,6,6,9,9,4,4,6,9,6,10,9,3,6,"W"
"17899",4,9,5,6,3,10,6,3,6,10,4,8,2,9,5,10,"S"
"17900",4,8,6,6,4,7,7,3,8,11,7,9,3,8,5,8,"E"
"17901",3,7,5,5,2,9,3,3,3,7,2,8,3,6,3,8,"A"
"17902",4,11,5,8,6,6,8,5,8,8,8,9,1,10,7,8,"Z"
"17903",5,9,5,5,2,10,5,4,4,13,5,8,2,9,2,8,"S"
"17904",2,3,3,2,2,8,8,5,6,7,5,5,2,8,7,8,"B"
"17905",1,4,2,2,1,7,7,1,7,13,6,8,0,8,1,8,"I"
"17906",3,5,4,3,2,5,8,5,7,10,9,9,3,9,2,6,"U"
"17907",6,9,7,11,7,8,7,7,4,9,7,9,3,8,6,8,"Q"
"17908",3,11,4,9,3,9,7,2,7,11,3,7,1,6,2,6,"J"
"17909",2,6,4,4,1,7,9,2,2,7,12,8,2,11,0,8,"Y"
"17910",3,6,4,4,5,9,9,4,3,6,7,7,6,9,5,6,"H"
"17911",5,9,6,6,3,5,10,10,5,8,5,5,2,10,4,8,"P"
"17912",5,11,7,8,7,8,7,7,5,6,6,8,3,8,9,7,"S"
"17913",5,8,7,6,4,6,9,2,4,9,8,8,6,7,2,7,"N"
"17914",4,7,6,8,6,8,9,4,5,7,7,9,3,6,8,7,"I"
"17915",4,5,5,3,3,7,6,6,7,7,6,10,2,9,3,8,"G"
"17916",5,9,7,6,6,8,7,5,6,10,6,5,3,8,4,9,"D"
"17917",3,4,5,3,3,9,11,3,2,5,9,8,6,11,1,8,"W"
"17918",5,10,5,5,3,11,4,4,2,11,3,10,6,4,4,10,"A"
"17919",9,13,8,7,5,8,7,4,6,9,5,5,4,9,6,5,"Y"
"17920",2,5,4,3,2,6,8,2,7,11,7,9,2,8,4,8,"E"
"17921",4,10,5,7,4,7,8,6,11,7,6,9,1,9,8,7,"Z"
"17922",4,8,6,6,7,7,7,4,1,8,7,9,7,10,4,8,"V"
"17923",4,8,4,6,4,6,8,7,4,9,8,8,3,8,2,7,"O"
"17924",3,7,4,5,5,6,8,3,5,6,7,11,4,11,8,8,"E"
"17925",3,10,4,7,3,6,9,10,5,7,5,8,3,8,5,11,"R"
"17926",4,6,5,7,5,9,9,6,2,4,7,11,3,9,6,10,"Q"
"17927",4,9,5,6,3,8,9,2,6,14,5,4,2,10,3,8,"F"
"17928",4,7,4,5,2,3,12,5,4,12,11,7,3,10,1,8,"V"
"17929",7,10,7,7,5,7,6,7,8,11,6,11,2,11,5,9,"G"
"17930",5,6,6,6,7,7,9,6,2,7,7,7,9,12,9,7,"G"
"17931",5,7,8,5,4,7,6,2,7,10,5,10,4,7,5,9,"K"
"17932",4,5,5,4,3,6,9,5,7,6,10,9,3,9,1,8,"U"
"17933",6,10,8,7,6,8,7,1,7,10,4,8,4,7,4,8,"K"
"17934",8,15,8,8,6,7,7,2,9,12,7,8,6,5,8,5,"Z"
"17935",2,4,3,3,1,7,7,0,7,13,6,8,0,8,1,7,"I"
"17936",4,7,4,5,2,4,8,6,8,10,9,14,1,8,3,8,"C"
"17937",5,8,7,10,10,7,8,4,3,7,7,7,6,11,5,6,"P"
"17938",4,9,6,6,4,9,7,4,6,9,4,7,3,7,5,10,"R"
"17939",3,3,4,4,2,7,7,8,6,7,6,8,3,8,4,8,"O"
"17940",4,8,6,6,8,8,7,5,3,7,7,7,6,10,8,9,"B"
"17941",2,1,3,2,2,5,7,4,6,6,6,10,3,8,4,9,"K"
"17942",2,4,3,2,2,7,7,7,5,7,6,8,2,8,3,8,"O"
"17943",4,11,6,8,2,7,8,4,3,7,14,8,3,9,0,8,"V"
"17944",2,3,4,2,2,7,2,1,2,7,2,8,2,7,2,7,"A"
"17945",3,4,3,5,2,7,9,14,3,7,3,8,3,8,0,8,"H"
"17946",5,10,6,7,5,6,5,6,7,6,6,10,3,9,4,7,"G"
"17947",3,6,4,4,4,6,9,5,4,8,6,8,2,9,7,12,"F"
